iter	MultiClass
0	1.591786116
1	1.352991275
2	1.198391619
3	1.055307083
4	0.9647681106
5	0.8901587873
6	0.8252224532
7	0.7478512784
8	0.6863101835
9	0.636026198
10	0.5834300634
11	0.5389214918
12	0.5046519382
13	0.4674304392
14	0.436329084
15	0.4066131515
16	0.3813471517
17	0.3587511356
18	0.3391006301
19	0.320634933
20	0.3043991393
21	0.2924984942
22	0.2783757173
23	0.2664196324
24	0.2541169295
25	0.2432624834
26	0.2326567786
27	0.2236685637
28	0.2152981382
29	0.2065104118
30	0.1989248392
31	0.1940964329
32	0.1879274007
33	0.1812066053
34	0.177060246
35	0.1720990773
36	0.1665785063
37	0.1623006693
38	0.1572978756
39	0.1546305525
40	0.1501828511
41	0.1458623652
42	0.1433085229
43	0.1398676183
44	0.1372374182
45	0.1338165735
46	0.132061479
47	0.1291618849
48	0.1264022998
49	0.1246071587
50	0.1228691188
51	0.1209436069
52	0.1190062111
53	0.1158666552
54	0.1139325036
55	0.112658188
56	0.1112465462
57	0.1092388226
58	0.1078883241
59	0.1059841921
60	0.104695406
61	0.1034438825
62	0.1020114959
63	0.09994670857
64	0.09878806118
65	0.09728586278
66	0.09589297537
67	0.09470509341
68	0.09325214367
69	0.09188728127
70	0.0907722748
71	0.08887514992
72	0.08793032918
73	0.08667092333
74	0.08553831285
75	0.08441311573
76	0.08355325614
77	0.08264224775
78	0.08158130313
79	0.08096663609
80	0.07975560692
81	0.07850132819
82	0.0773425653
83	0.07663812151
84	0.07588681511
85	0.07505755529
86	0.07429369377
87	0.07338682546
88	0.07260370925
89	0.07193686453
90	0.07138752221
91	0.07025607013
92	0.06907385648
93	0.06855548351
94	0.06752802857
95	0.06696668802
96	0.06580752233
97	0.06536034613
98	0.06466704741
99	0.06421943598
100	0.06296813742
101	0.06207192282
102	0.06158349498
103	0.06080585919
104	0.0604373807
105	0.05998411944
106	0.05928662839
107	0.05891734096
108	0.05843229553
109	0.05801715105
110	0.05750491355
111	0.05699773444
112	0.05652737214
113	0.05609454568
114	0.05556737942
115	0.05491123385
116	0.05419116748
117	0.05364592321
118	0.05318110545
119	0.052629983
120	0.05224825443
121	0.05183716677
122	0.05157179137
123	0.05131350795
124	0.05058583142
125	0.05021428586
126	0.04982028108
127	0.04928626003
128	0.04912558224
129	0.04881301214
130	0.04842518901
131	0.04809972192
132	0.04798729464
133	0.04773208433
134	0.04763053584
135	0.04727287647
136	0.0469591277
137	0.04674863303
138	0.04641571587
139	0.04618725441
140	0.04585434367
141	0.04550242703
142	0.04501875235
143	0.04473191196
144	0.04450530393
145	0.04419009855
146	0.04367990291
147	0.04346522136
148	0.04319812884
149	0.04283569106
150	0.04246028032
151	0.04205764779
152	0.04178944786
153	0.04146949549
154	0.04119691479
155	0.04088285778
156	0.04080020168
157	0.04057515906
158	0.0402957874
159	0.04007367765
160	0.03994452489
161	0.03980884721
162	0.03962658232
163	0.03946237978
164	0.03920314103
165	0.03895900903
166	0.03876898256
167	0.03866106676
168	0.03843940294
169	0.03812375969
170	0.03777370778
171	0.03750989908
172	0.03720474982
173	0.03704967186
174	0.0369444146
175	0.03661562435
176	0.03638279235
177	0.0361954092
178	0.03587690875
179	0.0357897996
180	0.03566876367
181	0.0355222297
182	0.0353458496
183	0.03489865569
184	0.03470508109
185	0.03430323378
186	0.03412506503
187	0.03389341715
188	0.03376160826
189	0.03368428235
190	0.03361909703
191	0.03342757722
192	0.03322328892
193	0.03307964837
194	0.03292041353
195	0.03276053506
196	0.03263917169
197	0.03253358155
198	0.03239171514
199	0.03212867168
200	0.0319156451
201	0.03176431383
202	0.03165998234
203	0.03146673113
204	0.03127460299
205	0.03114218918
206	0.03095612054
207	0.03084089798
208	0.0307103069
209	0.0306321864
210	0.03040297356
211	0.03027539782
212	0.03011983979
213	0.02997684053
214	0.02982954353
215	0.02968621817
216	0.02956497372
217	0.02935938034
218	0.02910148948
219	0.0289295523
220	0.02873075428
221	0.02857936488
222	0.0284604321
223	0.02831085874
224	0.0282153971
225	0.02802619325
226	0.0278562105
227	0.02779289246
228	0.02758357061
229	0.02746012508
230	0.02733790703
231	0.02723328275
232	0.02710521153
233	0.027035559
234	0.02688313468
235	0.02679568849
236	0.02667127645
237	0.02652779124
238	0.02638727122
239	0.02622627244
240	0.02608824271
241	0.02591270679
242	0.02580488382
243	0.02557593732
244	0.0255011831
245	0.02541064759
246	0.02530115307
247	0.02521216559
248	0.02510431294
249	0.02495376912
250	0.02479683828
251	0.02471440399
252	0.02447954066
253	0.02436608294
254	0.02430402222
255	0.02416917395
256	0.02398256481
257	0.02389006343
258	0.02383973455
259	0.02376664748
260	0.02367561315
261	0.02359453462
262	0.02354513605
263	0.02342913624
264	0.02330589092
265	0.02323445159
266	0.02314496141
267	0.02303662475
268	0.02296054248
269	0.02283942629
270	0.02272836669
271	0.02264605452
272	0.0226018138
